Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Date,Time,Time_in_Seconds,Cluster
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE,1400 Block of FILLMORE ST,-122.432680942926,37.782821449014,2005-11-19,01:10:00,4200,2
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,1000 Block of MISSION ST,-122.409795194505,37.7800356268394,2013-10-30,16:23:00,58980,3
ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Sunday,INGLESIDE,NONE,0 Block of VIRGINIA AV,-122.420967440564,37.742851737444894,2003-05-18,02:45:00,9900,2
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,INGLESIDE,NONE,500 Block of CORTLAND AV,-122.416195250578,37.7390857376347,2007-11-15,12:00:00,43200,0
MISSING PERSON,MISSING ADULT,Friday,BAYVIEW,EXCEPTIONAL CLEARANCE,3000 Block of SAN BRUNO AV,-122.401898005335,37.7233482212763,2014-12-12,12:00:00,43200,0
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,BAYVIEW,"ARREST, BOOKED",1500 Block of NEWHALL ST,-122.393119692095,37.7347515640427,2012-12-12,22:40:00,81600,0
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,NORTHERN,"ARREST, BOOKED",0 Block of MARINA BL,-122.432951589917,37.805052022888106,2011-05-16,18:27:00,66420,3
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,INGLESIDE,"ARREST, BOOKED",200 Block of FOWLER AV,-122.452221517405,37.7434797683645,2003-11-12,17:45:00,63900,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.402527594665,37.7760382838346,2009-08-23,23:00:00,82800,3
MISSING PERSON,MISSING JUVENILE,Wednesday,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.43476428669202,37.7226161363136,2014-05-14,08:00:00,28800,0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.439368478152,37.79993193862151,2014-07-25,21:29:00,77340,3
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,TARAVAL,"ARREST, BOOKED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694,2008-01-23,13:00:00,46800,1
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED",MISSION ST / OCEAN AV,-122.435385454946,37.7239104470753,2009-06-08,17:55:00,64500,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,PINE ST / HYDE ST,-122.41720963943,37.7900459017168,2009-12-09,09:15:00,33300,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,INGLESIDE,NONE,3400 Block of SAN BRUNO AV,-122.400419848825,37.7188089183276,2014-12-12,22:00:00,79200,0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,300 Block of DOLORES ST,-122.426426899565,37.763481310853,2007-09-18,03:00:00,10800,2
NON-CRIMINAL,AIDED CASE,Saturday,NORTHERN,PSYCHOPATHIC CASE,1700 Block of VALLEJO ST,-122.426098021589,37.7964290084984,2007-02-10,17:55:00,64500,3
MISSING PERSON,MISSING ADULT,Sunday,PARK,LOCATED,2100 Block of GROVE ST,-122.451993022879,37.774088474589,2012-09-09,09:15:00,33300,1
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,CENTRAL,NONE,500 Block of GREENWICH ST,-122.408117970269,37.80242872973221,2014-03-17,09:00:00,32400,2
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Monday,MISSION,NONE,POTRERO AV / 17TH ST,-122.407422042194,37.76448809319989,2011-05-30,14:00:00,50400,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,200 Block of SANCHEZ ST,-122.430883448045,37.765110583712,2013-09-19,12:22:00,44520,1
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED",MCKINNON AV / NEWHALL ST,-122.391090325597,37.736908565728704,2011-10-20,21:50:00,78600,0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641,2008-06-15,11:00:00,39600,2
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TENDERLOIN,"ARREST, CITED",LEAVENWORTH ST / TURK ST,-122.414056291898,37.7827931070777,2003-12-12,09:00:00,32400,2
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED",HARRISON ST / 14TH ST,-122.413398253422,37.7686709269248,2008-07-10,05:30:00,19800,2
WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,BAYVIEW,NONE,3RD ST / PAUL AV,-122.395622324587,37.7224336236684,2008-09-20,10:00:00,36000,0
FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Tuesday,BAYVIEW,NONE,3000 Block of SAN BRUNO AV,-122.402128140792,37.7239064497883,2008-05-27,14:50:00,53400,0
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2008-09-02,00:12:00,720,2
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,PARK,NONE,1300 Block of HAIGHT ST,-122.444502333693,37.7702619702403,2012-08-21,10:05:00,36300,1
OTHER OFFENSES,RESISTING ARREST,Saturday,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429614852533,37.730269701982,2012-12-01,17:10:00,61800,0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE,100 Block of MCALLISTER ST,-122.41452262258,37.7808752665663,2003-04-17,03:15:00,11700,2
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,INGLESIDE,"ARREST, BOOKED",100 Block of BLYTHDALE AV,-122.420529801066,37.7110023300609,2011-07-15,18:45:00,67500,0
ASSAULT,BATTERY,Wednesday,NORTHERN,"ARREST, CITED",FILLMORE ST / PINE ST,-122.433648580485,37.7879507587225,2010-05-05,20:20:00,73200,3
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, CITED",ALEMANY BL / ELLSWORTH ST,-122.418968700591,37.7322083101759,2011-08-25,17:21:00,62460,0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,MCALLISTER ST / VANNESS AV,-122.420250482603,37.7800745746334,2007-05-19,20:00:00,72000,3
VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,INGLESIDE,NONE,100 Block of CORTLAND AV,-122.420534172317,37.74015159805421,2015-01-22,20:00:00,72000,0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,FRANKLIN ST / GOLDEN GATE AV,-122.422090267894,37.780821970809896,2003-07-10,19:30:00,70200,3
SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Saturday,SOUTHERN,NONE,200 Block of 2ND ST,-122.396920775993,37.7857918163181,2007-11-17,00:01:00,60,2
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Thursday,CENTRAL,NONE,1600 Block of THE EMBARCADERO NORTH ST,-122.410774214399,37.8084350184877,2003-04-17,20:30:00,73800,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,1400 Block of UTAH ST,-122.405113816571,37.7515333616926,2003-08-23,01:04:00,3840,2
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,MISSION,NONE,2800 Block of MISSION ST,-122.418296094437,37.7514284856786,2015-03-02,16:15:00,58500,0
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2010-02-22,12:00:00,43200,3
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,TARAVAL,NONE,1300 Block of 9TH AV,-122.466175257158,37.7630911994124,2010-07-02,19:45:00,71100,1
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN,NONE,MINNA ST / SHAW AL,-122.398023280014,37.7885570916768,2009-07-09,00:35:00,2100,2
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, CITED",200 Block of MCALLISTER ST,-122.415754575208,37.780719182394,2004-01-09,04:35:00,16500,2
VEHICLE THEFT,STOLEN TRUCK,Monday,MISSION,NONE,FAIROAKS ST / 23RD ST,-122.424137406938,37.7535033970532,2013-11-11,13:00:00,46800,0
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,22ND ST / HAMPSHIRE ST,-122.407604807921,37.756109789152,2003-09-05,00:01:00,60,2
TRESPASS,LODGING WITHOUT PERMISSION,Tuesday,TENDERLOIN,"ARREST, CITED",100 Block of POWELL ST,-122.40801449292,37.7859507767613,2012-12-11,05:48:00,20880,2
ASSAULT,THREATS AGAINST LIFE,Friday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,200 Block of FARALLONES ST,-122.460845506311,37.7139872622666,2004-11-12,20:30:00,73800,1
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,TARAVAL,"ARREST, BOOKED",200 Block of FAXON AV,-122.460144375502,37.7191432082019,2005-06-13,00:01:00,60,1
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,INGLESIDE,NONE,4400 Block of MISSION ST,-122.432649600399,37.727373760734,2011-11-19,10:00:00,36000,0
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Wednesday,SOUTHERN,NONE,MARKET ST / OFARRELL ST,-122.404587539604,37.78673168085329,2010-02-10,11:20:00,40800,3
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",500 Block of MINNA ST,-122.40877066526,37.7801357011746,2004-09-01,09:03:00,32580,2
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TENDERLOIN,NONE,100 Block of TAYLOR ST,-122.410928353347,37.7836778741124,2013-10-14,13:00:00,46800,3
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,TAYLOR ST / CLAY ST,-122.412831700663,37.7934325179542,2005-12-17,23:00:00,82800,3
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,2009-02-04,06:10:00,22200,2
ASSAULT,BATTERY,Sunday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.399045655841,37.7813197113532,2003-04-06,01:20:00,4800,2
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,1400 Block of LOMBARD ST,-122.42540353318998,37.8013130714495,2010-03-27,21:00:00,75600,3
ASSAULT,BATTERY,Tuesday,MISSION,COMPLAINANT REFUSES TO PROSECUTE,3100 Block of 17TH ST,-122.4167748425,37.7635485886261,2014-02-18,18:20:00,66000,3
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,MISSION,"ARREST, BOOKED",400 Block of VALENCIA ST,-122.421935077177,37.7661343875141,2011-07-13,18:39:00,67140,3
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,0 Block of KEARNY ST,-122.403535460378,37.7878244847404,2008-05-02,14:30:00,52200,3
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,NORTHERN,"ARREST, BOOKED",CEDAR ST / POLK ST,-122.419834938618,37.78635803627429,2006-03-22,20:05:00,72300,3
SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866,2011-10-31,00:50:00,3000,2
VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,NONE,HAIGHT ST / MASONIC AV,-122.4453467866,37.7702081959172,2009-02-06,19:00:00,68400,1
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,SOUTHERN,NONE,300 Block of BRYANT ST,-122.392453180142,37.7838938835847,2014-09-19,04:15:00,15300,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,PIERCE ST / GREEN ST,-122.43859388471,37.795739475911,2003-04-20,22:00:00,79200,3
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,MISSION,NONE,2300 Block of MARKET ST,-122.434229003953,37.7634850137846,2013-07-22,18:35:00,66900,1
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,PARK,NONE,0 Block of VULCAN STWY,-122.441151701187,37.763407220892,2012-07-25,00:05:00,300,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,COLUMBUS AV / STOCKTON ST,-122.409017007613,37.7994880717633,2010-05-04,08:00:00,28800,2
ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,1000 Block of POLK ST,-122.419858277339,37.786137125238,2013-12-10,01:52:00,6720,2
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Tuesday,MISSION,NONE,3400 Block of MARKET ST,-122.442685313315,37.756922417156,2007-05-01,00:01:00,60,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,CENTRAL,NONE,1100 Block of CLAY ST,-122.412458134878,37.79342423512461,2005-09-11,15:49:00,56940,3
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,600 Block of FOLSOM ST,-122.398341686223,37.7841714378594,2008-06-26,15:30:00,55800,3
EMBEZZLEMENT,EMBEZZLED VEHICLE,Thursday,SOUTHERN,NONE,200 Block of 10TH ST,-122.413532099084,37.77345468079321,2005-05-05,13:17:00,47820,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE,3RD ST / STILLMAN ST,-122.396381836892,37.7817492234997,2003-03-09,00:30:00,1800,2
NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,UNFOUNDED,2000 Block of FILBERT ST,-122.43324090057502,37.798386796713096,2007-07-29,13:00:00,46800,3
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Thursday,BAYVIEW,NONE,20TH ST / DEHARO ST,-122.401113560789,37.75973347278021,2006-04-06,10:40:00,38400,0
ASSAULT,BATTERY,Thursday,INGLESIDE,"ARREST, BOOKED",3400 Block of MISSION ST,-122.422286651689,37.7420041169835,2007-05-31,21:30:00,77400,0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,700 Block of MISSION ST,-122.403070000847,37.7852686309087,2012-06-25,19:05:00,68700,3
NON-CRIMINAL,COURTESY REPORT,Monday,BAYVIEW,NONE,SHAFTER AV / JENNINGS ST,-122.386985864218,37.7289204123466,2011-04-04,18:00:00,64800,0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,BAYVIEW,NONE,800 Block of INDIANA ST,-122.3912257128,37.759056472790704,2010-07-12,04:00:00,14400,2
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,FOLSOM ST / ESSEX ST,-122.395648600667,37.7863785494975,2006-06-28,18:30:00,66600,3
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,TARAVAL,"ARREST, BOOKED",1300 Block of 8TH AV,-122.465247707063,37.7631318859219,2011-02-09,22:15:00,80100,1
NON-CRIMINAL,"AIDED CASE, SICK PERSON",Saturday,CENTRAL,NONE,0 Block of BUSH ST,-122.39940279218,37.7911607649989,2013-03-09,10:18:00,37080,2
VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,SOUTHERN,NONE,BRYANT ST / DIVISION ST,-122.410932750789,37.7694113849465,2004-08-07,23:00:00,82800,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,100 Block of 28TH ST,-122.425707758154,37.7454205702283,2008-12-11,10:00:00,36000,0
OTHER OFFENSES,CONSPIRACY,Saturday,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / HICKORY ST,-122.421054311722,37.7756938836734,2014-05-17,12:55:00,46500,3
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,MISSION,NONE,DOLORES ST / 19TH ST,-122.425920487436,37.7598279172229,2008-09-07,03:03:00,10980,2
ASSAULT,BATTERY,Monday,NORTHERN,NONE,WEBSTER ST / HERMANN ST,-122.428427922555,37.770450484501,2014-07-07,20:50:00,75000,3
MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,NONE,1800 Block of 25TH ST,-122.397486915671,37.752197092814,2013-03-08,16:30:00,59400,0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40942036456,37.7816150265786,2003-09-01,17:06:00,61560,3
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780303,37.7650501214714,2004-05-12,08:10:00,29400,2
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,600 Block of CLAY ST,-122.403994862674,37.794611817992,2013-05-05,11:00:00,39600,3
VANDALISM,"MALICIOUS MISCHIEF, JUVENILE SUSPECT",Tuesday,BAYVIEW,JUVENILE CITED,600 Block of DEHARO ST,-122.401191922623,37.7616428225519,2010-11-30,12:04:00,43440,0
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,CENTRAL,NONE,VALLEJO ST / MASON ST,-122.412098601225,37.7981663310688,2008-01-22,07:00:00,25200,2
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,BAYVIEW,NONE,1000 Block of FITZGERALD AV,-122.389347613957,37.71976330690779,2013-09-06,06:00:00,21600,0
MISSING PERSON,MISSING ADULT,Friday,BAYVIEW,NONE,300 Block of UNIVERSITY ST,-122.413830240899,37.725754575261504,2015-04-03,06:30:00,23400,0
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",5TH ST / BERRY ST,-122.395579199971,37.774032354215706,2010-04-24,00:01:00,60,2
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / TURK ST,-122.410768766343,37.7832145190013,2007-10-18,17:58:00,64680,3
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,SOUTHERN,NONE,TURK ST / MARKET ST,-122.408953598279,37.783287873572,2011-06-19,00:01:00,60,2
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,CENTRAL,"ARREST, BOOKED",400 Block of GEARY ST,-122.41072162587,37.78709664956629,2003-04-15,18:00:00,64800,3
ASSAULT,THREATS AGAINST LIFE,Saturday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372,2014-08-23,12:00:00,43200,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,PSYCHOPATHIC CASE,2100 Block of MISSION ST,-122.419470488515,37.7622701739914,2014-01-06,16:00:00,57600,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,PINE ST / KEARNY ST,-122.404223195649,37.7916902259131,2013-08-24,17:00:00,61200,3
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871,2011-11-28,08:30:00,30600,2
VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Wednesday,SOUTHERN,NONE,NEW MONTGOMERY ST / HOWARD ST,-122.398980868877,37.7862095570131,2003-01-22,11:00:00,39600,3
ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,"ARREST, BOOKED",1100 Block of HOLLISTER AV,-122.39333133786998,37.7203256859376,2013-09-05,20:30:00,73800,0
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN,NONE,0 Block of GOLDEN GATE AV,-122.41126513685,37.78213926815221,2010-06-17,15:00:00,54000,3
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,300 Block of SANTIAGO ST,-122.470941585309,37.745188416210496,2014-04-01,09:00:00,32400,1
ASSAULT,BATTERY,Sunday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424,2013-03-24,15:50:00,57000,3
WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.407877787733,37.785968007677496,2011-09-07,16:15:00,58500,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,-122.405471739992,37.8022505061483,2014-12-22,03:00:00,10800,2
MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,NONE,0 Block of HAROLD AV,-122.45315825844,37.71949760050229,2006-02-20,15:00:00,54000,1
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE,1600 Block of PACIFIC AV,-122.422431723545,37.794974567141,2014-04-01,09:00:00,32400,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,GUERRERO ST / 14TH ST,-122.424412715064,37.7680054163824,2011-11-04,21:00:00,75600,3
ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Friday,MISSION,NONE,3900 Block of 24TH ST,-122.430794211054,37.75155749992229,2005-11-04,21:52:00,78720,1
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,2006-12-01,14:25:00,51900,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,2000 Block of MARKET ST,-122.426955631709,37.76924706320701,2014-06-26,18:00:00,64800,3
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,LARKIN ST / FULTON ST,-122.416769999704,37.7795845776674,2011-08-28,15:55:00,57300,3
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,MISSION,"ARREST, CITED",800 Block of POTRERO AV,-122.406725329529,37.7585641691709,2010-02-11,15:25:00,55500,0
VEHICLE THEFT,TAMPERING WITH A VEHICLE,Tuesday,NORTHERN,"ARREST, BOOKED",300 Block of PAGE ST,-122.42653377329,37.77350459188121,2005-04-19,19:23:00,69780,3
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,MISSION,NONE,200 Block of CHURCH ST,-122.428813616546,37.7668081482188,2005-08-11,20:30:00,73800,1
NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE,GREEN ST / FRANKLIN ST,-122.425441324739,37.7974080855319,2011-06-14,20:30:00,73800,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078,2013-09-19,12:00:00,43200,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE,900 Block of GREEN ST,-122.414564908022,37.7988630641049,2014-10-15,19:00:00,68400,3
LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,NORTHERN,NONE,1800 Block of BUSH ST,-122.427721742614,37.7878087017131,2013-04-29,21:00:00,75600,3
ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,MISSION,COMPLAINANT REFUSES TO PROSECUTE,500 Block of FLORIDA ST,-122.411078396423,37.762328592655294,2008-12-14,01:50:00,6600,2
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",TREAT AV / 16TH ST,-122.413107622693,37.7654480180266,2007-06-27,17:30:00,63000,3
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,MISSION,NONE,MISSION ST / 17TH ST,-122.419515708414,37.76342923285421,2003-05-01,06:00:00,21600,2
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410157073911,37.7842973843312,2007-10-20,16:15:00,58500,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,-122.396265814237,37.78344043211771,2008-11-16,01:15:00,4500,2
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.40642786236,37.78710945429,2007-10-20,18:35:00,66900,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40989282029,37.7801134973164,2006-03-25,15:06:00,54360,3
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598,2009-08-03,11:30:00,41400,0
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609,2013-01-25,14:00:00,50400,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE,1700 Block of GOUGH ST,-122.425453026089,37.78949115460789,2009-08-04,15:30:00,55800,3
VEHICLE THEFT,STOLEN TRUCK,Wednesday,TARAVAL,NONE,500 Block of ORTEGA ST,-122.468875077545,37.75424334356861,2005-03-23,20:00:00,72000,1
WARRANTS,WARRANT ARREST,Monday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453512911126,37.7686969786551,2012-08-06,18:23:00,66180,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2005-06-02,23:45:00,85500,3
FRAUD,FALSE ID TO PEACE OFFICER,Saturday,SOUTHERN,"ARREST, CITED",800 Block of 3RD ST,-122.391425069857,37.7778727797586,2004-05-29,21:10:00,76200,3
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED",BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394,2013-10-18,22:00:00,79200,3
ASSAULT,BATTERY,Friday,INGLESIDE,NONE,0 Block of BLYTHDALE AV,-122.417678812123,37.7107672954351,2008-03-21,15:00:00,54000,0
ASSAULT,INFLICT INJURY ON COHABITEE,Friday,NORTHERN,NONE,1200 Block of MCALLISTER ST,-122.432612021991,37.7785794811344,2008-09-19,00:01:00,60,2
NON-CRIMINAL,LOST PROPERTY,Tuesday,TENDERLOIN,NONE,100 Block of JONES ST,-122.412386379783,37.7825386747303,2012-05-01,00:01:00,60,2
